Table 1
"Report 2: School Reported COVID-19 Cases in Public Schools, July 27, 2020 -  November 17, 2020, Texas",,,,,,,,,,,,,,,,,
"Current Report Period:  November 9, 2020-  November 15, 2020",,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,Current Report Period,,,,,,,Cumulative Reports,,,,,,
,,,,,,,,"School Reported Source
of Infection",,,,,,,"School Reported Source
REDWATER ISD,'019906,1174,1106,0,0,5,1,0,3,3,1,1,16,10,0,13,15
REFUGIO ISD,'196903,681,680,0,1,0,0,0,1,0,0,1,1,2,0,4,0
"REVE PREPARATORY CHARTER
SCHOOL",'101876,119,61,,,,,,,,,,,,,,
RICARDO ISD,'137902,649,468,,,,,,,,0,0,0,5,0,5,0
RICE CISD,'045903,1226,1092,1,1,1,9,0,0,12,2,3,2,13,0,1,19
RICE ISD,'175911,967,832,0,0,0,2,0,0,2,3,3,7,5,0,4,14
"RICHARD MILBURN ALTER HIGH
SCHOOL (KILLEEN)",'014801,1899,667,0,0,1,1,0,2,0,0,0,5,5,0,9,1
RICHARDS ISD,'093905,182,99,1,0,0,1,0,1,1,1,0,0,3,0,1,3
RICHARDSON ISD,'057916,37824,24231,16,13,25,20,0,0,74,70,59,141,120,0,1,389
"RICHLAND COLLEGIATE HIGH
SCHOOL",'057840,498,8,*,*,*,*,*,*,*,*,*,*,*,*,*,*
RICHLAND SPRINGS ISD,'206902,112,111,,,,,,,,0,0,0,2,0,1,1
RIESEL ISD,'161912,645,594,0,0,5,0,0,4,1,1,1,17,5,2,13,9
RIO GRANDE CITY CISD,'214901,10007,224,0,0,1,6,0,7,0,0,0,4,28,1,15,16
RIO HONDO ISD,'031911,1732,614,0,0,0,2,0,2,0,1,0,1,7,2,7,0
RIO VISTA ISD,'126907,771,766,0,0,1,0,0,0,1,0,1,3,4,0,6,2
RISE ACADEMY,'152802,274,263,1,0,0,2,0,1,2,2,0,1,4,0,4,3
RISING STAR ISD,'067908,186,183,,,,,,,,,,,,,,
RIVER ROAD ISD,'188902,1284,1160,,,,,,,,4,5,30,16,0,15,40
RIVERCREST ISD,'194903,660,640,,,,,,,,0,0,8,1,0,2,7
RIVIERA ISD,'137903,435,321,,,,,,,,,,,,,,
ROBERT LEE ISD,'041902,258,207,,,,,,,,2,2,2,2,0,6,2
ROBINSON ISD,'161922,2405,2184,1,1,9,2,0,0,13,9,9,40,28,0,12,74
ROBSTOWN ISD,'178909,2602,868,0,1,1,1,0,0,3,10,4,3,9,1,11,14
ROBY CISD,'076903,313,303,,,,,,,,0,0,3,3,0,6,0
ROCHELLE ISD,'160904,195,194,,,,,,,,0,0,1,0,0,1,0
ROCKDALE ISD,'166904,1453,1297,0,0,6,4,0,10,0,1,0,24,10,0,32,3
ROCKSPRINGS ISD,'069901,151,0,,,,,,,,,,,,,,
ROCKWALL ISD,'199901,13781,9782,11,10,38,9,0,45,23,32,35,132,71,0,169,101
ROGERS ISD,'014907,891,868,0,2,6,3,0,2,9,0,5,28,7,0,8,32
ROMA ISD,'214903,121,121,,,,,,,,0,0,0,4,0,3,1
ROOSEVELT ISD,'152908,1014,944,0,4,6,10,0,2,18,3,5,26,31,0,31,34
ROPES ISD,'110905,474,459,1,1,0,1,0,0,3,1,3,7,13,0,3,21
ROSCOE COLLEGIATE ISD,'177901,681,603,,,,,,,,2,1,7,4,0,0,14
ROSEBUD-LOTT ISD,'073905,690,636,1,0,0,0,0,1,0,1,0,1,1,0,3,0
ROTAN ISD,'076904,238,223,0,1,1,0,0,2,0,0,1,7,1,0,8,1
ROUND ROCK ISD,'246909,48334,14947,7,4,18,7,0,1,35,27,13,80,58,0,32,146
ROUND TOP-CARMINE ISD,'075908,235,217,,,,,,,,1,0,2,0,1,1,1
ROYAL ISD,'237905,2472,1616,,,,,,,,0,0,1,2,0,2,1
ROYSE CITY ISD,'199902,6882,5103,2,1,12,2,0,17,0,6,3,26,9,1,43,0
RULE ISD,'104903,141,126,,,,,,,,,,,,,,
RUNGE ISD,'128903,229,199,,,,,,,,,,,,,,
RUSK ISD,'037907,1968,1755,,,,,,,,,,,,,,
S AND S CISD,'091914,985,911,,,,,,,,0,0,3,5,0,2,6
SABINAL ISD,'232902,426,375,1,0,0,0,0,0,1,1,0,1,0,0,0,2
SABINE ISD,'092906,1515,1416,,,,,,,,0,2,1,4,0,2,5
SABINE PASS ISD,'123913,388,316,,,,,,,,0,0,1,0,0,0,1
SAINT JO ISD,'169911,319,306,,,,,,,,,,,,,,
SALADO ISD,'014908,2106,1834,0,0,3,3,0,0,6,1,0,7,3,0,3,8
SALTILLO ISD,'112909,255,220,,,,,,,,1,0,3,2,2,4,0
"SAM HOUSTON STATE
UNIVERSITY CHARTER SCHOOL",'236802,400,309,,,,,,,,,,,,,,
SAM RAYBURN ISD,'074917,518,487,,,,,,,,0,0,1,1,0,2,0
SAN ANGELO ISD,'226903,14097,11487,,,,,,,,9,10,48,15,1,27,54
SAN ANTONIO ISD,'015907,45857,13876,9,3,10,23,0,15,30,36,12,29,80,0,89,68
"SAN ANTONIO PREPARATORY
CHARTER SCHOOL",'015840,216,119,,,,,,,,0,0,0,2,0,0,2
SAN AUGUSTINE ISD,'203901,688,0,,,,,,,,*,*,*,*,*,*,*
SAN BENITO CISD,'031912,9721,4,*,*,*,*,*,*,*,*,*,*,*,*,*,*
SAN DIEGO ISD,'066902,1489,414,0,2,2,1,0,2,3,5,6,11,12,2,22,10
SAN ELIZARIO ISD,'071904,3195,8,*,*,*,*,*,*,*,*,*,*,*,*,*,*
SAN FELIPE-DEL RIO CISD,'233901,9865,3693,11,3,6,5,2,23,0,18,13,25,17,6,67,0
SAN ISIDRO ISD,'214902,197,97,,,,,,,,,,,,,,
SAN MARCOS CISD,'105902,8065,4051,2,1,1,5,0,3,6,13,2,11,16,2,14,26
SAN PERLITA ISD,'245904,232,68,0,0,1,0,0,1,0,5,1,5,3,0,6,8
SAN SABA ISD,'206901,723,699,1,1,2,1,0,5,0,2,4,22,12,0,40,0
SAN VICENTE ISD,'022903,5,5,,,,,,,,,,,,,,
SANDS CISD,'058909,263,263,,,,,,,,2,0,2,0,0,0,4
SANFORD-FRITCH ISD,'117903,687,660,,,,,,,,0,0,2,0,0,2,0
SANGER ISD,'061908,2560,2107,0,0,8,3,8,1,2,2,1,37,19,9,22,28
SANTA ANNA ISD,'042903,262,247,0,0,1,1,0,2,0,0,2,7,1,0,10,0
SANTA FE ISD,'084909,4349,3506,4,0,0,1,0,0,5,8,3,8,6,3,3,19
SANTA GERTRUDIS ISD,'137904,764,236,0,0,1,0,0,0,1,0,1,25,7,0,9,24
SANTA MARIA ISD,'031913,606,0,*,*,*,*,*,*,*,*,*,*,*,*,*,*
SANTA ROSA ISD,'031914,936,166,,,,,,,,,,,,,,
SANTO ISD,'182904,451,439,,,,,,,,,,,,,,
SAVOY ISD,'074911,303,277,,,,,,,,0,0,0,2,0,2,0
SCHERTZ-CIBOLO-U CITY ISD,'094902,15712,10594,0,1,3,3,0,7,0,14,5,29,34,0,82,0
SCHLEICHER ISD,'207901,521,494,0,0,2,2,0,1,3,0,1,2,5,0,4,4
"SCHOOL OF EXCELLENCE IN
EDUCATION",'015806,354,145,,,,,,,,0,0,2,0,0,0,2
"SCHOOL OF SCIENCE AND
TECHNOLOGY",'015827,3277,977,0,0,0,6,0,1,5,1,0,0,10,0,5,6
"SCHOOL OF SCIENCE AND
TECHNOLOGY DISCOVERY",'015831,4808,1350,0,0,0,1,0,1,0,4,1,1,5,0,5,6
SCHULENBURG ISD,'075903,690,677,0,0,5,3,0,2,6,0,0,11,5,0,5,11
SCURRY-ROSSER ISD,'129910,1072,1028,0,0,1,0,0,1,0,2,1,6,3,0,8,4
SEAGRAVES ISD,'083901,509,479,,,,,,,,0,1,0,0,0,0,1
SEALY ISD,'008902,2816,2522,1,0,1,0,0,2,0,1,2,5,3,0,3,8
SEASHORE CHARTER SCHOOLS,'178808,498,453,,,,,,,,,,,,,,
SEGUIN ISD,'094901,6893,4322,,,,,,,,2,1,3,8,0,9,5
SEMINOLE ISD,'083903,2926,2752,,,,,,,,3,6,12,12,0,23,10
SER-NINOS CHARTER SCHOOL,'101802,1096,277,,,,,,,,0,0,0,2,0,2,0
SEYMOUR ISD,'012901,621,597,0,0,1,1,0,1,1,0,0,2,2,0,2,2
SHALLOWATER ISD,'152909,1707,1681,1,0,5,5,0,4,7,4,5,76,51,0,46,90
SHAMROCK ISD,'242902,407,379,0,0,4,2,0,3,3,1,0,5,3,0,5,4
SHARYLAND ISD,'108911,9763,1120,3,0,1,1,0,3,2,3,1,19,12,2,20,13
SHELBYVILLE ISD,'210903,728,668,,,,,,,,0,1,5,2,0,1,7
SHELDON ISD,'101924,10215,5081,3,4,2,1,0,6,4,10,7,23,19,0,24,35
SHEPHERD ISD,'204904,1921,1160,0,0,2,1,3,0,0,1,0,5,2,3,0,5
SHERMAN ISD,'091906,7512,6059,4,1,16,8,11,8,10,8,10,48,45,29,41,41
SHINER ISD,'143903,691,679,,,,,,,,0,0,5,1,0,0,6
SIDNEY ISD,'047905,143,141,,,,,,,,,,,,,,
SIERRA BLANCA ISD,'115902,95,0,,,,,,,,,,,,,,
SILSBEE ISD,'100904,2746,2411,3,0,0,2,0,4,1,4,0,3,12,0,15,4
SILVERTON ISD,'023902,188,0,*,*,*,*,*,*,*,*,*,*,*,*,*,*
SIMMS ISD,'019909,483,472,,,,,,,,0,0,3,4,0,4,3
SINTON ISD,'205906,2115,1302,,,,,,,,7,0,3,3,0,12,1
SIVELLS BEND ISD,'049909,49,39,,,,,,,,,,,,,,
SKIDMORE-TYNAN ISD,'013905,814,701,,,,,,,,1,0,8,11,0,0,20
SLATON ISD,'152903,1326,1142,0,1,26,6,1,0,32,3,12,73,27,13,27,75
SLIDELL ISD,'249908,344,312,,,,,,,,1,0,1,2,0,3,1
SLOCUM ISD,'001909,364,335,0,0,1,1,0,2,0,0,1,1,1,0,3,0
SMITHVILLE ISD,'011904,1709,1238,,,,,,,,0,0,0,2,0,2,0
SMYER ISD,'110906,412,391,1,0,6,2,0,0,9,3,3,17,7,0,15,15
SNOOK ISD,'026903,489,483,,,,,,,,0,0,2,1,1,0,2
SNYDER ISD,'208902,2607,1899,5,1,6,3,2,7,6,19,15,49,31,3,44,67
SOCORRO ISD,'071909,47087,0,*,*,*,*,*,*,*,*,*,*,*,*,*,*
SOMERSET ISD,'015909,4024,2435,3,0,7,2,0,3,9,11,4,13,13,0,7,34
SOMERVILLE ISD,'026902,518,518,0,0,1,5,0,0,6,0,1,2,6,0,0,9
SONORA ISD,'218901,699,690,0,0,1,0,0,1,0,0,0,4,0,0,4,0
SOUTH SAN ANTONIO ISD,'015908,8256,1953,0,0,1,4,0,2,3,1,4,4,13,0,16,6
SOUTH TEXAS ISD,'031916,4195,482,0,0,1,4,0,5,0,0,0,3,9,0,9,3
SOUTHLAND ISD,'085903,117,103,0,0,1,2,0,2,1,1,1,2,6,0,9,1
SOUTHSIDE ISD,'015917,4832,1651,0,0,1,5,0,2,4,4,5,8,12,1,18,10
SOUTHWEST ISD,'015912,13458,6296,0,1,3,6,0,7,3,8,6,8,21,0,30,13
"SOUTHWEST PREPARATORY
SCHOOL",'015807,850,356,,,,,,,,,,,,,,
SOUTHWEST SCHOOL,'101838,1715,210,,,,,,,,0,0,1,2,0,1,2
SPEARMAN ISD,'098904,811,760,0,1,9,3,1,1,11,4,4,30,32,5,19,46
SPLENDORA ISD,'170907,4173,3685,2,2,3,3,3,7,0,4,4,34,21,7,45,11
SPRING BRANCH ISD,'101920,33427,23021,7,11,17,6,0,10,31,40,45,113,46,2,90,152
SPRING CREEK ISD,'117907,105,104,,,,,,,,1,0,0,1,0,1,1
SPRING HILL ISD,'092907,2008,1823,0,1,6,4,0,2,9,0,6,29,19,2,8,44
SPRING ISD,'101919,33599,16474,6,4,7,18,0,18,17,27,13,18,88,3,106,37
SPRINGLAKE-EARTH ISD,'140907,306,276,0,0,1,3,0,0,4,4,0,7,12,0,0,23
SPRINGTOWN ISD,'184902,3618,3050,0,0,6,2,0,3,5,5,2,19,4,1,16,13
SPUR ISD,'063903,240,218,,,,,,,,0,5,20,5,5,11,14
SPURGER ISD,'229905,358,330,0,0,0,1,0,0,1,0,0,0,6,0,3,3
ST ANTHONY SCHOOL,'057836,326,184,,,,,,,,,,,,,,
"ST MARY'S ACADEMY CHARTER
SCHOOL",'013801,391,280,1,3,0,0,0,4,0,1,3,0,2,0,5,1
STAFFORD MSD,'079910,3338,1298,,,,,,,,0,0,0,3,0,2,1
STAMFORD ISD,'127906,596,577,,,,,,,,1,0,3,10,0,10,4
STANTON ISD,'156902,1045,1045,1,2,12,6,0,3,18,1,3,26,17,2,11,34
STEP CHARTER SCHOOL,'101859,489,285,,,,,,,,,,,,,,
"STEPHEN F AUSTIN STATE
UNIVERSITY CHARTER SCHOOL",'174801,255,237,,,,,,,,3,3,0,1,0,5,2
STEPHENVILLE ISD,'072903,3678,3430,0,2,5,5,0,5,7,17,14,64,35,0,32,98
STERLING CITY ISD,'216901,341,336,0,0,0,1,0,0,1,0,0,0,4,0,3,1
STOCKDALE ISD,'247906,770,718,,,,,,,,1,1,5,1,0,5,3
STRATFORD ISD,'211902,576,545,0,1,3,7,0,0,11,0,1,7,15,0,4,19
STRAWN ISD,'182905,142,139,0,0,2,3,0,0,5,0,0,6,3,0,0,9
SUDAN ISD,'140908,480,457,,,,,,,,0,1,1,0,0,0,2
SULPHUR BLUFF ISD,'112910,218,197,,,,,,,,1,2,4,2,1,2,6
SULPHUR SPRINGS ISD,'112901,4320,3669,3,1,5,7,0,0,16,12,5,62,65,0,1,143
SUNDOWN ISD,'110907,584,522,0,1,0,0,0,1,0,4,8,12,9,0,23,10
SUNNYVALE ISD,'057919,2025,879,2,0,12,1,0,8,7,4,5,19,3,0,20,11
SUNRAY ISD,'171902,591,584,,,,,,,,0,0,1,0,0,1,0
SWEENY ISD,'020906,1018,727,0,0,4,1,0,0,5,0,1,10,3,0,8,6
SWEET HOME ISD,'143905,140,140,,,,,,,,,,,,,,
SWEETWATER ISD,'177902,2089,1809,0,0,3,6,0,0,9,5,5,32,27,2,12,55
TAFT ISD,'205907,939,621,0,1,0,2,0,3,0,0,1,0,2,0,3,0
TAHOKA ISD,'153904,595,497,1,0,0,2,0,2,1,4,2,7,7,0,12,8
TARKINGTON ISD,'146907,1719,1659,,,,,,,,0,0,0,3,1,1,1
TATUM ISD,'201910,1473,1426,2,0,12,2,0,0,16,3,1,25,15,0,1,43
TAYLOR ISD,'246911,2931,1754,0,0,0,2,0,0,2,1,0,8,7,1,1,14
TEAGUE ISD,'081904,1173,1060,0,0,2,1,0,0,3,0,0,14,9,0,4,19
"TEKOA ACADEMY OF
ACCELERATED STUDIES STEM
SCHOOL",'123803,413,201,,,,,,,,,,,,,,
TEMPLE ISD,'014909,8407,6499,0,0,8,4,0,0,12,4,4,44,30,0,2,80
TENAHA ISD,'210904,500,468,,,,,,,,4,0,11,15,0,6,24
TERLINGUA CSD,'022004,98,53,,,,,,,,2,1,1,0,4,0,0
TERRELL COUNTY ISD,'222901,121,114,,,,,,,,0,0,1,1,0,2,0
TERRELL ISD,'129906,5207,3664,0,1,4,5,0,2,8,6,12,50,28,3,21,72
TEXANS CAN ACADEMIES,'057804,4687,240,0,0,1,0,0,0,1,0,0,4,15,0,10,9
TEXARKANA ISD,'019907,7663,5368,1,2,4,5,0,1,11,29,25,60,100,1,7,206
"TEXAS A&M INTERNATIONAL
UNIVERSITY ISD",'240503,NR,NR,,,,,,,,,,,,,,
"TEXAS ACADEMY OF
LEADERSHIP IN THE
HUMANITIES",'123503,NR,NR,,,,,,,,,,,,,,
TEXAS CITY ISD,'084906,8037,5646,1,2,4,6,0,0,13,6,12,29,21,3,19,46
"TEXAS COLLEGE
PREPARATORY ACADEMIES",'221801,15737,8509,6,5,7,13,3,16,12,13,22,30,43,9,64,35
"TEXAS EMPOWERMENT
ACADEMY",'227805,361,98,,,,,,,,,,,,,,
"TEXAS JUVENILE JUSTICE
DEPARTMENT",'227622,624,624,0,0,0,4,0,0,4,0,0,25,27,0,0,52
"TEXAS LEADERSHIP PUBLIC
SCHOOLS",'226801,2863,2215,,,,,,,,6,8,21,18,1,29,23
TEXAS PREPARATORY SCHOOL,'105802,160,108,,,,,,,,,,,,,,
"TEXAS SCH FOR THE BLIND &
VISUALLY IMPAIRED",'227905,126,81,,,,,,,,,,,,,,
TEXAS SCH FOR THE DEAF,'227906,506,250,,,,,,,,1,0,0,4,0,1,4
TEXAS SCHOOL OF THE ARTS,'220814,287,174,,,,,,,,0,0,0,2,0,2,0
TEXAS SERENITY ACADEMY,'170801,415,290,,,,,,,,,,,,,,
TEXAS TECH UNIVERSITY K-12,'152504,NR,NR,,,,,,,,,,,,,,
TEXHOMA ISD,'211901,171,168,,,,,,,,,,,,,,
TEXLINE ISD,'056902,199,199,,,,,,,,,,,,,,
"THE EXCEL CENTER (FOR
ADULTS)",'227827,839,105,,,,,,,,0,0,1,0,0,1,0
THE GATHERING PLACE,'015841,347,180,1,0,0,0,0,1,0,1,0,0,0,0,1,0
THE LAWSON ACADEMY,'101864,185,72,,,,,,,,,,,,,,
THE PRO-VISION ACADEMY,'101868,429,0,,,,,,,,*,*,*,*,*,*,*
THE RHODES SCHOOL,'101861,721,0,,,,,,,,*,*,*,*,*,*,*
THE VARNETT PUBLIC SCHOOL,'101814,1366,509,,,,,,,,,,,,,,
THORNDALE ISD,'166905,576,542,0,0,1,0,0,1,0,0,1,1,2,0,3,1
THRALL ISD,'246912,779,699,,,,,,,,0,1,2,5,1,3,4
THREE RIVERS ISD,'149902,552,552,0,0,1,1,1,1,0,1,0,2,2,1,3,1
THREE WAY ISD,'072901,215,215,,,,,,,,0,1,5,1,0,2,5
"THROCKMORTON COLLEGIATE
ISD",'224901,140,137,,,,,,,,0,0,1,0,0,1,0
TIDEHAVEN ISD,'158902,950,947,,,,,,,,2,2,1,4,1,1,7
TIMPSON ISD,'210905,650,621,0,0,1,0,0,0,1,2,1,10,8,0,0,21
TIOGA ISD,'091907,737,716,0,0,4,0,0,4,0,0,0,10,6,0,16,0
TOLAR ISD,'111903,805,784,1,0,1,0,0,0,2,1,0,4,4,0,1,8
TOM BEAN ISD,'091918,657,615,0,1,1,0,0,0,2,0,2,7,0,0,3,6
TOMBALL ISD,'101921,18668,13939,2,5,32,6,0,45,0,13,15,97,18,1,141,1
TORNILLO ISD,'071908,915,0,*,*,*,*,*,*,*,*,*,*,*,*,*,*
"TREETOPS SCHOOL
INTERNATIONAL",'220801,391,0,,,,,,,,*,*,*,*,*,*,*
TRENT ISD,'221905,131,126,,,,,,,,0,1,2,1,0,1,3
TRENTON ISD,'074912,725,638,,,,,,,,2,1,6,5,1,6,7
TRINIDAD ISD,'107907,158,141,,,,,,,,0,0,2,0,0,1,1
TRINITY BASIN PREPARATORY,'057813,4191,2034,6,1,1,5,0,5,8,13,5,2,25,0,12,33
TRINITY CHARTER SCHOOL,'046802,400,363,0,0,1,0,0,0,1,0,2,16,0,12,4,2
TRINITY ISD,'228903,1160,1083,,,,,,,,,,,,,,
"TRIUMPH PUBLIC HIGH
SCHOOLS-EL PASO",'071803,176,12,,,,,,,,*,*,*,*,*,*,*
"TRIUMPH PUBLIC HIGH
SCHOOLS-LAREDO",'240801,244,13,,,,,,,,*,*,*,*,*,*,*
"TRIUMPH PUBLIC HIGH
SCHOOLS-LUBBOCK",'152803,193,18,,,,,,,,,,,,,,
"TRIUMPH PUBLIC HIGH
SCHOOLS-RIO GRANDE VALLEY",'108804,498,37,,,,,,,,*,*,*,*,*,*,*
TRIVIUM ACADEMY,'061805,598,301,,,,,,,,4,1,0,1,0,3,3
TROUP ISD,'212904,1014,960,,,,,,,,1,2,11,6,0,15,5
TROY ISD,'014910,1570,1367,0,0,4,3,1,4,2,2,1,13,6,1,7,14
TULIA ISD,'219903,942,887,2,4,10,9,2,8,15,4,8,21,30,5,30,28
TULOSO-MIDWAY ISD,'178912,3846,1889,0,0,3,5,1,2,5,1,1,9,14,1,14,10
TURKEY-QUITAQUE ISD,'096905,195,171,,,,,,,,0,1,0,0,0,1,0
"TWO DIMENSIONS
PREPARATORY ACADEMY",'101840,445,150,,,,,,,,1,0,0,2,0,3,0
TYLER ISD,'212905,17709,15586,7,1,18,23,0,0,49,37,32,132,129,1,41,288
UME PREPARATORY ACADEMY,'057845,1270,625,2,0,1,2,0,3,2,5,2,1,4,0,9,3
UNION GROVE ISD,'230908,722,708,,,,,,,,0,0,16,6,1,9,12
UNION HILL ISD,'230904,305,302,0,1,1,0,0,0,2,0,1,1,2,0,1,3
UNITED ISD,'240903,41839,2238,3,5,15,26,1,36,12,15,13,27,115,5,106,59
UNIVERSAL ACADEMY,'057808,2399,0,*,*,*,*,*,*,*,*,*,*,*,*,*,*
"UNIVERSITY OF HOUSTON
CHARTER SCHOOL",'101807,87,39,,,,,,,,,,,,,,
UNIVERSITY OF NORTH TEXAS,'061501,NR,NR,,,,,,,,,,,,,,
"UNIVERSITY OF TEXAS AT
AUSTIN H S",'227506,373,0,,,,,,,,,,,,,,
"UNIVERSITY OF TEXAS
ELEMENTARY CHARTER
SCHOOL",'227819,286,137,1,0,0,1,0,1,1,1,0,0,1,0,1,1
"UNIVERSITY OF TEXAS RIO
GRANDE VALLEY",'031505,NR,NR,,,,,,,,,,,,,,
"UNIVERSITY OF TEXAS
UNIVERSITY CHARTER SCHOOL",'227806,646,332,0,0,1,0,0,1,0,0,0,19,0,9,10,0
UPLIFT EDUCATION,'057803,22558,10101,1,1,4,5,0,11,0,30,28,31,31,0,100,20
"UT TYLER UNIVERSITY
ACADEMY",'212804,826,719,0,1,1,1,0,1,2,2,4,6,5,0,3,14
UTOPIA ISD,'232904,206,198,,,,,,,,,,,,,,
UTPB STEM ACADEMY,'068803,792,447,,,,,,,,0,3,6,2,1,8,2
UVALDE CISD,'232903,4079,2428,1,0,1,1,0,2,1,3,3,11,9,0,9,17
VALENTINE ISD,'122902,35,35,,,,,,,,,,,,,,
VALLEY MILLS ISD,'018904,618,546,,,,,,,,1,1,6,3,1,8,2
VALLEY VIEW ISD,'049903,884,791,0,0,3,1,1,0,3,0,1,10,7,1,5,12
VALLEY VIEW ISD,'108916,4114,56,,,,,,,,0,0,0,18,0,18,0
VALOR PUBLIC SCHOOLS,'227829,1092,758,,,,,,,,,,,,,,
VAN ALSTYNE ISD,'091908,1867,1860,0,2,20,3,2,3,20,2,2,45,7,3,16,37
VAN ISD,'234906,2350,2121,0,2,3,1,0,0,6,0,2,19,12,0,0,33
VAN VLECK ISD,'158906,1056,925,0,0,0,1,0,1,0,0,1,0,8,0,2,7
VANGUARD ACADEMY,'108808,4906,0,,,,,,,,*,*,*,*,*,*,*
VEGA ISD,'180902,358,339,0,4,1,0,0,1,4,2,5,2,5,0,10,4
VENUS ISD,'126908,2216,1679,1,2,2,1,0,3,3,4,7,16,18,0,21,24
VERIBEST ISD,'226908,258,253,,,,,,,,,,,,,,
VERNON ISD,'244903,1901,1662,,,,,,,,6,16,38,20,7,35,38
VICTORIA ISD,'235902,13603,9682,0,2,4,7,0,7,6,9,11,33,37,4,66,20
VIDOR ISD,'181907,4246,3732,0,0,0,6,1,5,0,2,8,32,33,4,71,0
VILLAGE TECH SCHOOLS,'057847,1204,586,,,,,,,,0,0,2,1,0,0,3
"VISTA DEL FUTURO CHARTER
SCHOOL",'071809,246,111,,,,,,,,0,0,0,1,0,1,0
VYSEHRAD ISD,'143904,107,107,,,,,,,,,,,,,,
WACO CHARTER SCHOOL,'161801,223,193,3,1,0,1,0,1,4,4,1,0,2,0,2,5
WACO ISD,'161914,14437,9192,6,2,9,19,0,0,36,20,20,50,101,0,2,189
WAELDER ISD,'089905,297,270,,,,,,,,0,0,1,0,0,1,0
WALCOTT ISD,'059902,142,142,1,0,0,0,0,1,0,1,0,0,1,0,2,0
WALL ISD,'226906,1257,1224,1,0,1,2,0,0,4,2,0,8,7,0,0,17
WALLER ISD,'237904,7781,5272,1,1,1,4,0,4,3,16,9,42,51,0,40,78
WALNUT BEND ISD,'049908,58,55,,,,,,,,,,,,,,
WALNUT SPRINGS ISD,'018905,170,169,,,,,,,,0,0,1,1,0,2,0
WARREN ISD,'229904,1266,1189,,,,,,,,3,0,4,27,0,0,34
WASKOM ISD,'102903,811,805,,,,,,,,0,1,1,5,0,7,0
WATER VALLEY ISD,'226905,314,281,,,,,,,,0,2,1,1,0,0,4
"WAXAHACHIE FAITH FAMILY
ACADEMY",'070801,2662,1310,2,0,1,1,0,0,4,4,0,1,2,0,1,6
WAXAHACHIE ISD,'070912,9683,8033,0,0,4,3,1,5,1,14,4,40,41,3,80,16
WAYSIDE SCHOOLS,'227803,1872,667,,,,,,,,2,1,1,3,1,6,0
WEATHERFORD ISD,'184903,8027,6900,9,10,18,5,0,8,34,17,29,88,38,1,67,104
WEBB CISD,'240904,269,186,,,,,,,,,,,,,,
WEIMAR ISD,'045905,673,617,2,0,0,0,0,2,0,6,1,10,3,2,11,7
WELLINGTON ISD,'044902,541,529,,,,,,,,0,0,4,1,0,4,1
WELLMAN-UNION CISD,'223904,308,273,0,0,2,0,0,0,2,1,5,14,7,0,2,25
WELLS ISD,'037909,263,253,,,,,,,,0,0,0,3,0,1,2
WESLACO ISD,'108913,16571,402,1,1,2,5,0,9,0,1,1,5,18,0,18,7
WEST HARDIN COUNTY CISD,'100908,532,433,0,0,1,0,0,1,0,0,0,5,3,0,1,7
WEST ISD,'161916,1256,1192,2,2,10,2,0,14,2,2,3,24,4,2,29,2
WEST ORANGE-COVE CISD,'181906,2516,1905,1,0,2,3,0,0,6,3,2,4,18,2,13,12
WEST OSO ISD,'178915,1960,931,,,,,,,,0,0,1,4,0,5,0
"WEST RUSK COUNTY
CONSOLIDATED ISD",'201914,1011,965,,,,,,,,1,3,9,11,0,24,0
WEST SABINE ISD,'202905,552,489,,,,,,,,0,0,1,0,0,1,0
WESTBROOK ISD,'168903,227,226,,,,,,,,0,2,7,9,0,10,8
WESTHOFF ISD,'062905,59,59,,,,,,,,,,,,,,
"WESTLAKE ACADEMY CHARTER
SCHOOL",'220810,865,436,,,,,,,,0,0,2,0,0,1,1
WESTPHALIA ISD,'073904,160,160,,,,,,,,0,1,1,0,0,2,0
WESTWOOD ISD,'001908,1352,1185,0,1,0,3,1,0,3,7,8,17,24,16,18,22
WHARTON ISD,'241904,2107,1726,,,,,,,,0,0,0,13,7,5,1
WHEELER ISD,'242903,415,152,,,,,,,,1,2,6,11,0,0,20
WHITE DEER ISD,'033904,372,372,,,,,,,,,,,,,,
WHITE OAK ISD,'092908,1463,1316,0,0,5,2,0,0,7,3,7,37,26,0,25,48
WHITE SETTLEMENT ISD,'220920,6552,4295,3,3,8,6,0,20,0,11,25,52,20,0,105,3
WHITEFACE CISD,'040902,339,310,,,,,,,,,,,,,,
WHITEHOUSE ISD,'212906,4758,4657,2,3,24,10,1,13,25,11,21,89,56,2,39,136
WHITESBORO ISD,'091909,1906,1901,3,2,1,4,0,1,9,5,2,5,8,0,5,15
WHITEWRIGHT ISD,'091910,741,704,0,0,4,0,0,0,4,1,0,11,4,0,5,11
WHITHARRAL ISD,'110908,176,171,,,,,,,,1,0,1,1,0,0,3
WHITNEY ISD,'109911,1442,1204,4,0,0,5,2,2,5,10,4,16,17,2,25,20
WICHITA FALLS ISD,'243905,13579,10154,7,4,15,11,0,9,28,49,31,116,103,17,174,108
WILDORADO ISD,'180904,216,203,,,,,,,,,,,,,,
WILLIS ISD,'170904,7882,6482,1,0,3,5,0,0,9,6,3,23,41,1,1,71
WILLS POINT ISD,'234907,2453,2228,1,0,5,5,0,0,11,3,2,22,14,0,1,40
